time1,sites,transects,year_intervals,time,times,groups,alphaD,alphaD2,spe_sta,spe_asy,alpha_sta
2,IVEE,7,5-year,2014-2018,Post-heat,MOBILE INVERT,1.16315081,0.430783243,-0.130693698,0.329704296,0.199010598
1,IVEE,1,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.481604541,0.484980995,-0.779418805,0.279449518,-0.499969288
1,IVEE,2,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.974081026,0.630891213,0.079620013,0.330281697,0.40990171
1,IVEE,3,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.435084525,1.238412042,-0.434930652,0.367193171,-0.067737483
1,IVEE,4,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.280933845,0.556762692,-0.435828909,0.510271439,0.07444253
1,IVEE,5,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.824549292,1.050704993,-0.392618007,0.396314968,0.003696961
1,IVEE,6,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.609437912,1.775737618,-0.470437179,0.350234605,-0.120202574
1,IVEE,7,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.648658626,1.241397333,-0.41125418,0.221087126,-0.190167054
2,IVEE,1,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.219203484,0.880568035,0.021922777,1.20136723,1.223290008
2,IVEE,2,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.240709689,1.101943243,-0.311724945,0.537594285,0.22586934
2,IVEE,3,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.240709689,1.053990611,-0.508524003,0.608982375,0.100458372
2,IVEE,4,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.151762203,0.881021944,-0.425887434,0.396888935,-0.0289985
2,IVEE,5,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.174751721,0.930277021,-0.077025428,0.507652537,0.430627109
2,IVEE,6,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.451005098,1.551922505,-0.115175839,0.591356567,0.476180728
2,IVEE,7,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.48490665,1.615487824,0.140928866,0.79638357,0.937312436
1,IVEE,1,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.215573716,0.296553399,0.524598774,0.276742046,0.80134082
1,IVEE,2,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.140066163,0.1038255,-0.022730551,0.032915745,0.010185194
1,IVEE,3,6-year,2008-2013,Ante-heat,SESSILE INVERT,1.427116356,0.317670434,-0.129225074,0.036994001,-0.092231072
1,IVEE,4,6-year,2008-2013,Ante-heat,SESSILE INVERT,0.916290732,0.160017711,-0.150178001,0.05059272,-0.099585281
1,IVEE,5,6-year,2008-2013,Ante-heat,SESSILE INVERT,0.916290732,0.057902483,-0.160826414,0.007580566,-0.153245848
1,IVEE,6,6-year,2008-2013,Ante-heat,SESSILE INVERT,1.466337069,0.055980554,-0.151856232,0.005388072,-0.146468159
1,IVEE,7,6-year,2008-2013,Ante-heat,SESSILE INVERT,1.203972804,0.162453832,-0.268186968,0.018113886,-0.250073083
2,IVEE,1,6-year,2014-2019,Post-heat,SESSILE INVERT,1.504077397,0.107504685,0.322364778,0.153712332,0.47607711
2,IVEE,2,6-year,2014-2019,Post-heat,SESSILE INVERT,2.233592221,0.085479831,0.196335781,0.023034957,0.219370737
2,IVEE,3,6-year,2014-2019,Post-heat,SESSILE INVERT,2.036881927,0.040008639,0.96653799,0.080675084,1.047213073
2,IVEE,4,6-year,2014-2019,Post-heat,SESSILE INVERT,1.84582669,0.014226385,0.377245707,0.012216399,0.389462106
2,IVEE,5,6-year,2014-2019,Post-heat,SESSILE INVERT,1.575536361,0.019701674,0.524110528,0.019830524,0.543941051
2,IVEE,6,6-year,2014-2019,Post-heat,SESSILE INVERT,1.704748092,0.136427339,0.064114847,0.17943491,0.243549756
2,IVEE,7,6-year,2014-2019,Post-heat,SESSILE INVERT,1.734601055,0.073296976,0.049356214,0.019294112,0.068650326
1,IVEE,1,6-year,2008-2013,Ante-heat,FISH,1.673976434,0.906001705,-0.72400145,0.562615797,-0.161385653
1,IVEE,2,6-year,2008-2013,Ante-heat,FISH,1.871802177,0.491362897,-0.72284686,0.02727317,-0.69557369
1,IVEE,3,6-year,2008-2013,Ante-heat,FISH,1.041453875,0.866033007,-0.676209042,0.120733959,-0.555475083
1,IVEE,4,6-year,2008-2013,Ante-heat,FISH,0.287682072,0.320141437,-0.694650135,0.144407906,-0.550242228
1,IVEE,5,6-year,2008-2013,Ante-heat,FISH,0.84729786,0.313574304,-0.743138119,0.127172679,-0.615965442
1,IVEE,6,6-year,2008-2013,Ante-heat,FISH,1.203972804,1.1411384,-0.852772167,0.095809257,-0.75696291
1,IVEE,7,6-year,2008-2013,Ante-heat,FISH,0.84729786,0.335919704,-0.894873854,0.452672147,-0.442201708
2,IVEE,1,6-year,2014-2019,Post-heat,FISH,0.980829253,0.244880564,-0.222795779,0.34327311,0.120477332
2,IVEE,2,6-year,2014-2019,Post-heat,FISH,1.504077397,0.376760618,-0.540019201,0.686210154,0.146190954
2,IVEE,3,6-year,2014-2019,Post-heat,FISH,1.386294361,0.96337068,-0.633832555,0.235206092,-0.398626463
2,IVEE,4,6-year,2014-2019,Post-heat,FISH,0.287682072,0.085954422,-0.154736933,0.25714171,0.102404777
2,IVEE,5,6-year,2014-2019,Post-heat,FISH,0.916290732,0.411106714,-0.591224539,0.459423193,-0.131801345
2,IVEE,6,6-year,2014-2019,Post-heat,FISH,0.980829253,0.04171877,-0.561871226,0.451128857,-0.11074237
2,IVEE,7,6-year,2014-2019,Post-heat,FISH,1.041453875,0.470474401,-0.881716252,0.12749036,-0.754225893
1,IVEE,1,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.036881927,0.926017057,-0.277043138,0.467137836,0.190094698
1,IVEE,2,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.036881927,0.946884273,-0.122892402,0.709826489,0.586934087
1,IVEE,3,6-year,2008-2013,Ante-heat,MOBILE INVERT,1.540445041,0.884176987,-0.459384418,0.151806347,-0.30757807
1,IVEE,4,6-year,2008-2013,Ante-heat,MOBILE INVERT,1.299282984,0.531954044,-0.181160788,0.068981378,-0.11217941
1,IVEE,5,6-year,2008-2013,Ante-heat,MOBILE INVERT,1.343734747,0.579171295,-0.416305926,0.088865193,-0.327440734
1,IVEE,6,6-year,2008-2013,Ante-heat,MOBILE INVERT,1.15267951,0.978729791,-0.423547452,0.182497675,-0.241049776
1,IVEE,7,6-year,2008-2013,Ante-heat,MOBILE INVERT,1.343734747,1.077024756,-0.616505626,0.176970107,-0.439535518
2,IVEE,1,6-year,2014-2019,Post-heat,MOBILE INVERT,1.427116356,0.581565368,-0.728772992,0.207819146,-0.520953846
2,IVEE,2,6-year,2014-2019,Post-heat,MOBILE INVERT,1.642227735,0.719028526,-0.50980764,0.562219958,0.052412318
2,IVEE,3,6-year,2014-2019,Post-heat,MOBILE INVERT,2.100060829,0.87748727,-0.015317563,0.567293954,0.55197639
2,IVEE,4,6-year,2014-2019,Post-heat,MOBILE INVERT,1.763588592,0.423046616,0.427200115,0.482701815,0.90990193
2,IVEE,5,6-year,2014-2019,Post-heat,MOBILE INVERT,1.84582669,0.886728635,-0.060043561,0.506951044,0.446907482
2,IVEE,6,6-year,2014-2019,Post-heat,MOBILE INVERT,1.299282984,0.715488492,-0.470959457,0.293835968,-0.177123488
2,IVEE,7,6-year,2014-2019,Post-heat,MOBILE INVERT,1.252762968,0.486786965,-0.503662054,0.233890467,-0.269771587
1,IVEE,1,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.673976434,0.519405804,-0.485069411,0.249431868,-0.235637543
1,IVEE,2,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.058388132,0.695373364,0.184475747,0.340658754,0.525134502
1,IVEE,3,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.252762968,1.238412042,-0.549521276,0.327456402,-0.222064875
1,IVEE,4,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.098612289,0.556762692,-0.551518868,0.446939071,-0.104579798
1,IVEE,5,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.642227735,1.050704993,-0.509525293,0.347212112,-0.16231318
1,IVEE,6,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.427116356,1.775737618,-0.58257004,0.315766232,-0.266803808
1,IVEE,7,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.466337069,1.241397333,-0.529840423,0.202347633,-0.327492791
2,IVEE,1,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.233592221,0.953701204,-0.037284298,1.3663238,1.329039502
2,IVEE,2,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.251291799,1.116137598,-0.399359119,0.666957182,0.267598062
2,IVEE,3,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.285777975,1.088333227,-0.455112455,0.711969823,0.256857368
2,IVEE,4,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.197224577,0.910630402,-0.402487247,0.458064961,0.055577715
2,IVEE,5,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.251291799,0.840224711,-0.335637684,0.652473969,0.316836285
2,IVEE,6,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.427748236,1.573729785,-0.087604217,0.624400388,0.536796171
2,IVEE,7,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.498699972,1.629202933,0.176873107,0.882110355,1.058983462
1,IVEE,1,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.212972934,0.252361554,0.505834007,0.249552816,0.755386823
1,IVEE,2,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.228477121,0.090752658,0.116093449,0.030484475,0.146577923
1,IVEE,3,7-year,2007-2013,Ante-heat,SESSILE INVERT,1.272965676,0.317670434,-0.254836962,0.032983953,-0.221853008
1,IVEE,4,7-year,2007-2013,Ante-heat,SESSILE INVERT,0.762140052,0.160017711,-0.273757956,0.04546241,-0.228295546
1,IVEE,5,7-year,2007-2013,Ante-heat,SESSILE INVERT,0.762140052,0.057902483,-0.282605248,0.006955742,-0.275649507
1,IVEE,6,7-year,2007-2013,Ante-heat,SESSILE INVERT,1.312186389,0.055980554,-0.274452352,0.004816585,-0.269635768
1,IVEE,7,7-year,2007-2013,Ante-heat,SESSILE INVERT,1.049822124,0.162453832,-0.379038046,0.01652253,-0.362515517
2,IVEE,1,7-year,2014-2020,Post-heat,SESSILE INVERT,1.550597412,0.093397246,0.41658325,0.167067654,0.583650905
2,IVEE,2,7-year,2014-2020,Post-heat,SESSILE INVERT,2.164963715,0.073893423,0.311767291,0.034323924,0.346091216
2,IVEE,3,7-year,2014-2020,Post-heat,SESSILE INVERT,2.00533357,0.037526301,0.717541405,0.045290589,0.762831994
2,IVEE,4,7-year,2014-2020,Post-heat,SESSILE INVERT,1.838279485,0.012663486,0.493983224,0.012907035,0.506890258
2,IVEE,5,7-year,2014-2020,Post-heat,SESSILE INVERT,1.580450376,0.017443463,0.610145955,0.020810386,0.630956341
2,IVEE,6,7-year,2014-2020,Post-heat,SESSILE INVERT,1.717651497,0.120512542,0.122137337,0.143229631,0.265366969
2,IVEE,7,7-year,2014-2020,Post-heat,SESSILE INVERT,1.742969305,0.074292006,0.166125842,0.025514832,0.191640674
1,IVEE,1,7-year,2007-2013,Ante-heat,FISH,1.637608789,0.911733575,-0.74893503,0.754808131,0.005873102
1,IVEE,2,7-year,2007-2013,Ante-heat,FISH,1.791759469,0.464731631,-0.805492151,0.030191903,-0.775300249
1,IVEE,3,7-year,2007-2013,Ante-heat,FISH,0.887303195,0.866033007,-0.761835546,0.115917155,-0.645918393
1,IVEE,4,7-year,2007-2013,Ante-heat,FISH,0.133531393,0.320141437,-0.779530235,0.138563733,-0.640966502
1,IVEE,5,7-year,2007-2013,Ante-heat,FISH,0.693147181,0.313574304,-0.825762762,0.12240727,-0.703355491
1,IVEE,6,7-year,2007-2013,Ante-heat,FISH,1.049822124,1.1411384,-0.931341643,0.092874915,-0.838466728
1,IVEE,7,7-year,2007-2013,Ante-heat,FISH,0.693147181,0.335919704,-0.971986884,0.432595422,-0.539391462
2,IVEE,1,7-year,2014-2020,Post-heat,FISH,1.049822124,0.311248889,-0.229007471,0.48419365,0.25518618
2,IVEE,2,7-year,2014-2020,Post-heat,FISH,1.455287233,0.42900966,-0.56753084,0.686953621,0.11942278
2,IVEE,3,7-year,2014-2020,Post-heat,FISH,1.488077056,0.992196674,-0.624606445,0.290315042,-0.334291404
2,IVEE,4,7-year,2014-2020,Post-heat,FISH,0.251314429,0.073213553,-0.012221905,0.247665756,0.23544385
2,IVEE,5,7-year,2014-2020,Post-heat,FISH,0.887303195,0.330017113,-0.685302362,0.366559295,-0.318743068
2,IVEE,6,7-year,2014-2020,Post-heat,FISH,0.887303195,0.035651325,-0.526647959,0.536881384,0.010233424
2,IVEE,7,7-year,2014-2020,Post-heat,FISH,1.098612289,0.482283503,-0.948374493,0.12666086,-0.821713632
1,IVEE,1,7-year,2007-2013,Ante-heat,MOBILE INVERT,1.985915484,0.80176926,-0.31535764,0.601229566,0.285871926
1,IVEE,2,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.024381764,0.976968353,-0.208334465,0.611998268,0.403663802
1,IVEE,3,7-year,2007-2013,Ante-heat,MOBILE INVERT,1.386294361,0.884176987,-0.555781279,0.140902637,-0.414878641
1,IVEE,4,7-year,2007-2013,Ante-heat,MOBILE INVERT,1.145132304,0.531954044,-0.301509781,0.062154288,-0.239355494
1,IVEE,5,7-year,2007-2013,Ante-heat,MOBILE INVERT,1.189584067,0.579171295,-0.515756259,0.082669179,-0.433087079
1,IVEE,6,7-year,2007-2013,Ante-heat,MOBILE INVERT,0.99852883,0.978729791,-0.523557375,0.16920845,-0.354348926
1,IVEE,7,7-year,2007-2013,Ante-heat,MOBILE INVERT,1.189584067,1.077024756,-0.706282709,0.16938073,-0.536901979
2,IVEE,1,7-year,2014-2020,Post-heat,MOBILE INVERT,1.349926717,0.488149061,-0.793507153,0.272214283,-0.52129287
2,IVEE,2,7-year,2014-2020,Post-heat,MOBILE INVERT,1.637608789,0.752219157,-0.462055463,0.571451939,0.109396475
2,IVEE,3,7-year,2014-2020,Post-heat,MOBILE INVERT,2.097141119,0.907637122,-0.075610947,0.545795689,0.470184742
2,IVEE,4,7-year,2014-2020,Post-heat,MOBILE INVERT,1.767661918,0.438050384,0.416946567,0.478839072,0.895785638
2,IVEE,5,7-year,2014-2020,Post-heat,MOBILE INVERT,1.860752341,0.92155047,-0.050176562,0.56611608,0.515939517
2,IVEE,6,7-year,2014-2020,Post-heat,MOBILE INVERT,1.312186389,0.746627744,-0.470727781,0.400671735,-0.070056045
2,IVEE,7,7-year,2014-2020,Post-heat,MOBILE INVERT,1.232143681,0.514969515,-0.450351912,0.27039829,-0.179953624
1,IVEE,1,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.637608789,0.457094153,-0.392709612,0.283214436,-0.109495177
1,IVEE,2,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.966112856,0.59307989,0.073613951,0.476132783,0.549746733
1,IVEE,3,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.098612289,1.238412042,-0.641462472,0.304249656,-0.337212817
1,IVEE,4,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,0.944461609,0.556762692,-0.644027322,0.41134974,-0.232677582
1,IVEE,5,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.488077056,1.050704993,-0.602989105,0.319280021,-0.283709085
1,IVEE,6,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.272965676,1.775737618,-0.672945701,0.295251352,-0.377694349
1,IVEE,7,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.312186389,1.241397333,-0.623982086,0.190847207,-0.43313488
2,IVEE,1,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.197224577,0.907662617,-0.139347677,1.421730658,1.28238298
2,IVEE,2,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.243744593,1.152357594,-0.382945097,0.730030554,0.347085457
2,IVEE,3,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.212972934,0.994135395,-0.476477477,0.691413274,0.214935796
2,IVEE,4,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.114532862,0.846503216,-0.456827562,0.541543166,0.084715604
2,IVEE,5,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.164963715,0.737733589,-0.424225417,0.772829836,0.348604419
2,IVEE,6,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.397895273,1.551011095,-0.150102173,0.795163562,0.645061389
2,IVEE,7,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.448539005,1.591791816,0.072889453,1.033191487,1.106080939
1,MOHK,1,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.751535313,1.545587611,0.089994645,2.366149522,2.456144167
1,MOHK,2,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.908720896,0.496747712,0.189787969,0.169629277,0.359417246
2,MOHK,1,3-year,2014-2016,Post-heat,SESSILE INVERT,2.48490665,1.00642671,0.315153333,1.069913494,1.385066827
2,MOHK,2,3-year,2014-2016,Post-heat,SESSILE INVERT,2.708050201,1.080762572,0.606511332,1.001201966,1.607713298
1,MOHK,1,3-year,2011-2013,Ante-heat,FISH,2.397895273,1.492469501,0.100090578,1.344558725,1.444649303
1,MOHK,2,3-year,2011-2013,Ante-heat,FISH,2.197224577,0.926627585,-0.005252655,0.215872069,0.210619414
2,MOHK,1,3-year,2014-2016,Post-heat,FISH,2.036881927,0.708807754,-0.431581576,0.616827308,0.185245731
2,MOHK,2,3-year,2014-2016,Post-heat,FISH,1.098612289,0.502894764,-0.519637167,0.639557378,0.119920212
1,MOHK,1,3-year,2011-2013,Ante-heat,MOBILE INVERT,2.079441542,0.865376593,1.252054056,0.347974027,1.600028083
1,MOHK,2,3-year,2011-2013,Ante-heat,MOBILE INVERT,2.268683541,0.439569362,1.510649535,0.873495383,2.384144918
2,MOHK,1,3-year,2014-2016,Post-heat,MOBILE INVERT,2.079441542,0.900434101,-0.22604754,0.028893029,-0.19715451
2,MOHK,2,3-year,2014-2016,Post-heat,MOBILE INVERT,1.84582669,0.431582063,0.380842285,0.399343677,0.780185961
1,MOHK,1,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,1.84582669,0.775850892,-0.210146482,0.387473247,0.177326766
1,MOHK,2,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,1.540445041,0.872768428,-0.253303427,0.583744636,0.330441209
2,MOHK,1,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.538973871,1.771974508,-0.004540183,0.294393439,0.289853255
2,MOHK,2,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.397895273,1.665269653,0.036707343,0.358972409,0.395679753
1,MOHK,1,4-year,2010-2013,Ante-heat,SESSILE INVERT,2.803360381,1.458071674,0.046193407,2.422201325,2.468394731
1,MOHK,2,4-year,2010-2013,Ante-heat,SESSILE INVERT,2.818398258,0.454826932,0.168277705,0.15125044,0.319528145
2,MOHK,1,4-year,2014-2017,Post-heat,SESSILE INVERT,2.505525937,1.120785265,0.264237242,1.163719789,1.427957032
2,MOHK,2,4-year,2014-2017,Post-heat,SESSILE INVERT,2.724579503,1.015754338,0.658378632,1.151627428,1.81000606
1,MOHK,1,4-year,2010-2013,Ante-heat,FISH,2.525728644,1.339451305,-0.133926277,1.021849689,0.887923413
1,MOHK,2,4-year,2010-2013,Ante-heat,FISH,2.079441542,0.962933517,-0.198128174,0.29518995,0.097061777
2,MOHK,1,4-year,2014-2017,Post-heat,FISH,2.1102132,0.799276191,-0.467511092,0.901609242,0.434098151
2,MOHK,2,4-year,2014-2017,Post-heat,FISH,1.446918983,0.638466538,-0.599556842,0.193328631,-0.406228212
1,MOHK,1,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.1690537,0.859175182,1.365894058,0.367085158,1.732979216
1,MOHK,2,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.224623552,0.416004456,1.146545004,0.692844677,1.839389681
2,MOHK,1,4-year,2014-2017,Post-heat,MOBILE INVERT,2.047692843,0.915663573,-0.207948192,0.052853607,-0.155094584
2,MOHK,2,4-year,2014-2017,Post-heat,MOBILE INVERT,1.945910149,0.515069427,0.017888762,0.894810764,0.912699526
1,MOHK,1,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.079441542,0.959901435,-0.191827654,0.415166976,0.223339323
1,MOHK,2,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.871802177,1.033828582,-0.205424389,0.091715072,-0.113709318
2,MOHK,1,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.374905755,1.454271995,-0.124241776,0.253683957,0.129442181
2,MOHK,2,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.327277706,1.430692505,-0.036181626,0.352514423,0.316332796
1,MOHK,1,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.821378886,1.255404093,-0.247262578,0.750727425,0.503464848
1,MOHK,2,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.809402695,0.550342648,0.089818135,0.170519664,0.260337799
2,MOHK,1,5-year,2014-2018,Post-heat,SESSILE INVERT,2.58021683,1.167514585,0.116552765,1.271335036,1.387887801
2,MOHK,2,5-year,2014-2018,Post-heat,SESSILE INVERT,2.785011242,0.843583234,-0.044935341,0.139961821,0.09502648
1,MOHK,1,5-year,2009-2013,Ante-heat,FISH,2.468099531,1.306173865,-0.218783571,0.806369891,0.58758632
1,MOHK,2,5-year,2009-2013,Ante-heat,FISH,2.028148247,0.890296161,-0.369334777,0.291790309,-0.077544468
2,MOHK,1,5-year,2014-2018,Post-heat,FISH,2.197224577,0.933374523,-0.354024894,0.659161374,0.305136479
2,MOHK,2,5-year,2014-2018,Post-heat,FISH,1.568615918,0.76200696,-0.43756148,0.273220282,-0.164341199
1,MOHK,1,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.219203484,0.877928728,1.355395595,0.473107358,1.828502953
1,MOHK,2,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.240709689,0.419132376,1.021616011,0.520011989,1.541628
2,MOHK,1,5-year,2014-2018,Post-heat,MOBILE INVERT,2.054123734,0.950320781,-0.050309007,0.132056646,0.081747638
2,MOHK,2,5-year,2014-2018,Post-heat,MOBILE INVERT,1.945910149,0.592528405,0.047078855,0.907700542,0.954779396
1,MOHK,1,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.128231706,1.014123693,-0.146623845,0.558662776,0.412038932
1,MOHK,2,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.887069649,0.900587367,-0.217006345,0.322074352,0.105068007
2,MOHK,1,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.197224577,1.047990406,-0.21620813,0.240366196,0.024158066
2,MOHK,2,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.151762203,1.142328968,-0.231978232,0.284899317,0.052921085
1,MOHK,1,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.803360381,1.245252982,-0.220225907,0.807776212,0.587550305
1,MOHK,2,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.813410717,0.557903957,0.161193117,0.17460215,0.335795267
2,MOHK,1,6-year,2014-2019,Post-heat,SESSILE INVERT,2.590267165,1.223540817,-0.072651632,0.411343329,0.338691697
2,MOHK,2,6-year,2014-2019,Post-heat,SESSILE INVERT,2.730029108,0.741771928,0.080879337,0.124780892,0.205660229
1,MOHK,1,6-year,2008-2013,Ante-heat,FISH,2.470920408,1.38609625,-0.260947185,0.799331439,0.538384254
1,MOHK,2,6-year,2008-2013,Ante-heat,FISH,2.014903021,0.978511609,-0.469209242,0.292379285,-0.176829957
2,MOHK,1,6-year,2014-2019,Post-heat,FISH,2.215573716,0.986259987,-0.304663614,0.738818222,0.434154608
2,MOHK,2,6-year,2014-2019,Post-heat,FISH,1.609437912,0.824723023,-0.359761329,0.388249316,0.028487986
1,MOHK,1,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.251291799,0.877294721,1.378171442,0.470219266,1.848390708
1,MOHK,2,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.268683541,0.445493492,0.899777519,0.460304691,1.36008221
2,MOHK,1,6-year,2014-2019,Post-heat,MOBILE INVERT,2.079441542,0.998097115,-0.128394611,0.373935591,0.245540981
2,MOHK,2,6-year,2014-2019,Post-heat,MOBILE INVERT,1.969440647,0.60508544,-0.198345347,0.402401737,0.204056391
1,MOHK,1,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.178532444,1.033622937,-0.194867524,0.413412417,0.218544893
1,MOHK,2,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.992430165,0.916507815,-0.107988557,0.280093945,0.172105388
2,MOHK,1,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.197224577,1.026163696,-0.220440201,0.350244327,0.129804126
2,MOHK,2,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.159484249,1.070202376,-0.320323815,0.447197154,0.126873339
1,MOHK,1,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.841581594,1.018726066,-0.815001496,0.064482358,-0.750519138
1,MOHK,2,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.841581594,0.584097922,0.087264284,0.286555744,0.373820028
2,MOHK,1,7-year,2014-2020,Post-heat,SESSILE INVERT,2.586689344,1.157009831,-0.275852612,0.312568682,0.03671607
2,MOHK,2,7-year,2014-2020,Post-heat,SESSILE INVERT,2.745437733,0.713458872,0.026273982,0.098253178,0.124527159
1,MOHK,1,7-year,2007-2013,Ante-heat,FISH,2.436116486,1.276072714,-0.309413166,0.836466484,0.527053319
1,MOHK,2,7-year,2007-2013,Ante-heat,FISH,2.00533357,0.926264217,-0.476315193,0.371329174,-0.104986018
